stt,customer_id,TotalSpent,Frequency,LastPurchaseDate,Recency,Customer_Labels
,KH30041,4348,4,2022-11-18,300,Regular Customers
,KH18890,4132,5,2023-08-02,44,Regular Customers
,KH25798,4888,8,2023-03-02,197,VIP Customers
,KH19511,3477,6,2023-07-15,62,Regular Customers
,KH44616,1467,2,2020-12-18,1000,Lapsed Customers
,KH2935,1831,3,2023-07-08,69,Regular Customers
,KH47245,3401,5,2023-05-05,133,Regular Customers
,KH1350,3978,6,2023-05-06,131,Regular Customers
,KH20370,2410,2,2023-04-12,156,Regular Customers
,KH15574,5366,8,2023-07-16,61,VIP Customers
,KH556,3958,6,2022-07-10,431,Regular Customers
,KH727,2780,3,2023-01-31,226,Regular Customers
,KH18972,5905,4,2022-02-28,564,Lapsed Customers
,KH20592,4893,10,2023-04-18,149,VIP Customers
,KH10687,6471,5,2023-02-06,220,VIP Customers
,KH22131,7473,11,2023-07-15,62,VIP Customers
,KH29460,1257,2,2023-05-19,119,Regular Customers
,KH7896,5619,6,2023-06-14,92,VIP Customers
,KH5978,4506,6,2022-12-18,270,Regular Customers
,KH3576,8843,14,2023-01-15,242,VIP Customers
,KH3254,7126,5,2023-05-07,131,VIP Customers
,KH26881,3908,5,2022-12-31,258,Regular Customers
,KH29089,6657,7,2022-06-13,458,VIP Customers
,KH6717,1494,5,2023-08-27,19,Regular Customers
,KH9575,5428,10,2022-09-13,366,VIP Customers
,KH5684,5197,7,2023-07-19,58,VIP Customers
,KH48873,3002,3,2021-08-27,748,Lapsed Customers
,KH38623,3749,5,2022-09-02,378,Regular Customers
,KH8370,4633,5,2023-01-07,250,Regular Customers
,KH41085,5698,5,2023-08-16,29,VIP Customers
,KH30759,6643,5,2022-04-25,507,VIP Customers
,KH18314,5999,8,2023-06-15,91,VIP Customers
,KH11509,5033,7,2022-08-23,387,VIP Customers
,KH4939,1243,4,2022-12-14,274,Regular Customers
,KH19235,3482,4,2023-08-18,28,Regular Customers
,KH30410,3881,7,2023-03-12,186,VIP Customers
,KH17603,5179,6,2022-06-15,457,VIP Customers
,KH43249,2658,3,2022-12-09,280,Regular Customers
,KH3211,5946,7,2023-09-10,4,VIP Customers
,KH47762,6434,8,2022-04-10,522,VIP Customers
,KH17555,3734,6,2023-01-10,248,Regular Customers
,KH9809,3720,5,2023-05-04,134,Regular Customers
,KH3671,5042,8,2022-08-22,389,VIP Customers
,KH42278,4752,6,2023-08-05,40,VIP Customers
,KH29859,2955,4,2023-02-27,200,Regular Customers
,KH10179,5388,4,2023-08-25,21,Regular Customers
,KH28622,2353,3,2023-04-06,161,Regular Customers
,KH17596,2438,3,2022-06-22,449,Lapsed Customers
,KH41051,3754,6,2023-07-06,71,Regular Customers
,KH13646,1448,4,2022-12-18,271,Regular Customers
,KH47792,3046,3,2023-03-24,175,Regular Customers
,KH43928,5025,4,2023-07-07,69,Regular Customers
,KH42045,3654,4,2023-08-17,28,Regular Customers
,KH39880,2431,4,2023-09-01,14,Regular Customers
,KH6868,3706,7,2023-03-17,182,VIP Customers
,KH26505,3205,4,2022-12-10,278,Regular Customers
,KH19088,6023,6,2023-03-28,170,VIP Customers
,KH47151,447,3,2023-07-12,65,Regular Customers
,KH26347,4934,7,2022-06-11,461,VIP Customers
,KH3951,7181,8,2023-09-01,13,VIP Customers
,KH19364,2377,4,2022-03-16,547,Lapsed Customers
,KH10651,4462,7,2021-09-09,736,Lapsed Customers
,KH15228,5984,8,2023-08-21,25,VIP Customers
,KH47909,3552,4,2023-07-12,65,Regular Customers
,KH49955,2808,3,2022-06-09,463,Lapsed Customers
,KH32951,5697,7,2023-06-26,81,VIP Customers
,KH43184,4640,7,2022-09-29,351,VIP Customers
,KH37292,2967,6,2022-02-09,583,Lapsed Customers
,KH2632,4689,7,2023-07-17,60,VIP Customers
,KH40233,6663,7,2023-06-27,79,VIP Customers
,KH18311,6493,10,2022-12-21,268,VIP Customers
,KH23337,3844,7,2023-08-03,43,VIP Customers
,KH49866,4715,5,2023-06-20,86,Regular Customers
,KH48294,2904,5,2023-06-10,97,Regular Customers
,KH36600,3295,5,2022-09-02,378,Regular Customers
,KH41155,1550,3,2023-08-25,21,Regular Customers
,KH17379,6067,8,2023-08-29,17,VIP Customers
,KH23148,3083,4,2023-06-23,84,Regular Customers
,KH12384,9246,8,2023-04-26,142,VIP Customers
,KH31790,5722,9,2023-08-21,24,VIP Customers
,KH36391,4793,6,2022-03-16,548,Lapsed Customers
,KH26827,2199,2,2023-06-19,87,Regular Customers
,KH28714,6010,8,2022-11-16,303,VIP Customers
,KH32290,1651,4,2023-04-29,139,Regular Customers
,KH4714,7165,5,2023-05-02,136,VIP Customers
,KH32334,4156,7,2023-08-18,28,VIP Customers
,KH36882,6974,9,2023-07-04,73,VIP Customers
,KH11343,3603,5,2021-07-15,792,Lapsed Customers
,KH9763,4852,7,2023-01-26,231,VIP Customers
,KH5436,1696,4,2023-02-02,224,Regular Customers
,KH28624,6441,9,2023-01-01,256,VIP Customers
,KH35564,2139,6,2023-09-10,4,Regular Customers
,KH37403,9225,11,2023-06-29,78,VIP Customers
,KH42408,7121,6,2021-10-22,692,Lapsed Customers
,KH36208,4561,9,2023-04-29,138,VIP Customers
,KH18181,3839,7,2023-08-19,26,VIP Customers
,KH12095,1767,6,2023-04-03,164,Regular Customers
,KH42828,7958,7,2022-05-08,495,VIP Customers
,KH33694,7720,11,2023-06-30,77,VIP Customers
,KH10411,3351,4,2023-07-24,53,Regular Customers
,KH17971,4182,4,2022-06-13,458,Lapsed Customers
,KH24484,3753,6,2023-06-05,102,Regular Customers
,KH26964,4860,7,2023-07-03,73,VIP Customers
,KH20724,2767,2,2023-07-19,58,Regular Customers
,KH44069,5493,8,2023-08-07,38,VIP Customers
,KH30175,3036,5,2023-05-27,111,Regular Customers
,KH6336,5993,5,2022-11-23,296,VIP Customers
,KH20441,4786,7,2023-09-01,13,VIP Customers
,KH26800,4047,6,2023-01-12,245,Regular Customers
,KH5257,6773,8,2023-07-29,48,VIP Customers
,KH23274,6452,11,2023-07-17,60,VIP Customers
,KH43180,1993,4,2023-01-23,234,Regular Customers
,KH40516,5941,6,2023-07-31,45,VIP Customers
,KH28218,5623,4,2021-08-29,746,Lapsed Customers
,KH759,5772,6,2023-07-21,56,VIP Customers
,KH9507,9799,10,2022-09-06,374,VIP Customers
,KH11646,5845,9,2023-06-29,77,VIP Customers
,KH35280,3063,6,2022-11-05,313,Regular Customers
,KH25161,6961,8,2023-08-25,21,VIP Customers
,KH45031,6548,7,2023-03-04,195,VIP Customers
,KH42667,7979,8,2023-06-15,92,VIP Customers
,KH17880,2574,3,2023-03-10,188,Regular Customers
,KH35861,3959,7,2023-07-10,67,VIP Customers
,KH2473,1560,3,2021-02-10,946,Lapsed Customers
,KH3850,2868,3,2023-01-29,229,Regular Customers
,KH42314,264,2,2021-12-10,644,Lapsed Customers
,KH20078,4392,6,2023-08-02,44,VIP Customers
,KH18390,6299,10,2022-12-05,284,VIP Customers
,KH27387,1697,2,2023-09-13,1,Regular Customers
,KH49622,7985,12,2023-08-10,35,VIP Customers
,KH8870,5642,7,2023-06-16,90,VIP Customers
,KH23445,5773,7,2023-02-22,204,VIP Customers
,KH48344,2485,3,2023-08-12,34,Regular Customers
,KH40972,4149,5,2023-07-11,65,Regular Customers
,KH10937,5815,6,2022-07-01,440,VIP Customers
,KH988,3516,4,2022-01-03,620,Lapsed Customers
,KH13285,4146,5,2023-07-07,70,Regular Customers
,KH46559,3181,6,2023-02-28,199,Regular Customers
,KH21041,5574,6,2023-09-07,8,VIP Customers
,KH6757,3074,5,2022-09-16,363,Regular Customers
,KH20095,6017,6,2023-08-14,31,VIP Customers
,KH12179,3967,8,2022-07-19,422,VIP Customers
,KH41187,7237,7,2023-08-10,35,VIP Customers
,KH30366,6708,6,2023-05-03,135,VIP Customers
,KH31456,2284,5,2023-08-23,23,Regular Customers
,KH46606,4688,9,2023-08-10,35,VIP Customers
,KH46829,3143,7,2022-10-31,318,Regular Customers
,KH27831,3641,10,2023-07-28,48,VIP Customers
,KH2728,4947,8,2023-02-07,219,VIP Customers
,KH19296,3384,5,2023-04-11,157,Regular Customers
,KH18131,3767,5,2023-09-14,1,Regular Customers
,KH26499,1075,2,2023-08-13,33,Regular Customers
,KH4742,3870,4,2023-08-19,26,Regular Customers
,KH31914,1752,5,2022-10-18,332,Regular Customers
,KH20287,6434,7,2023-08-13,32,VIP Customers
,KH49611,3836,4,2023-03-15,183,Regular Customers
,KH35869,3126,5,2023-02-02,225,Regular Customers
,KH10020,4996,6,2023-08-09,36,VIP Customers
,KH9416,4678,8,2022-11-12,306,VIP Customers
,KH32971,2809,5,2023-01-12,246,Regular Customers
,KH19216,2924,3,2023-08-17,29,Regular Customers
,KH12335,4360,5,2022-06-17,454,Regular Customers
,KH22158,4673,7,2023-08-16,29,VIP Customers
,KH46709,2515,7,2023-07-04,72,Regular Customers
,KH32346,3336,5,2023-08-29,16,Regular Customers
,KH17088,7946,8,2023-03-27,171,VIP Customers
,KH48448,3592,7,2023-05-13,124,VIP Customers
,KH31907,3740,6,2023-08-05,40,Regular Customers
,KH39644,2962,3,2022-03-26,537,Lapsed Customers
,KH19121,2639,6,2023-06-01,106,Regular Customers
,KH19215,1815,3,2022-10-07,342,Regular Customers
,KH22239,4635,5,2023-03-08,190,Regular Customers
,KH48180,3335,5,2022-11-09,310,Regular Customers
,KH29363,7633,7,2023-07-02,74,VIP Customers
,KH44605,3851,5,2023-08-26,19,Regular Customers
,KH40699,2834,5,2023-09-13,2,Regular Customers
,KH40935,6450,6,2022-08-29,381,VIP Customers
,KH37217,3765,7,2023-08-29,17,VIP Customers
,KH23914,1843,4,2022-09-14,365,Regular Customers
,KH2157,5252,7,2023-08-22,23,VIP Customers
,KH15677,3612,5,2022-03-22,542,Lapsed Customers
,KH36099,3930,4,2022-03-12,552,Lapsed Customers
,KH16006,11475,12,2023-05-12,126,VIP Customers
,KH1673,3835,3,2023-01-15,242,Regular Customers
,KH33377,5497,6,2022-11-04,314,VIP Customers
,KH43766,1694,6,2023-09-03,12,Regular Customers
,KH4299,2188,3,2023-06-29,78,Regular Customers
,KH35043,5752,7,2023-06-25,82,VIP Customers
,KH17282,1347,6,2023-07-25,52,Regular Customers
,KH29184,9910,8,2023-03-07,191,VIP Customers
,KH14402,2167,4,2022-08-13,397,Regular Customers
,KH37400,5807,8,2023-07-22,55,VIP Customers
,KH33755,4774,9,2023-06-12,94,VIP Customers
,KH23680,2255,3,2022-12-16,272,Regular Customers
,KH3322,3135,3,2023-03-11,188,Regular Customers
,KH2533,4784,5,2023-07-17,60,Regular Customers
,KH22083,2547,5,2022-07-22,419,Regular Customers
,KH26568,4247,4,2023-06-13,93,Regular Customers
,KH38085,776,1,2021-08-14,762,Lapsed Customers
,KH28441,2536,9,2023-06-27,80,VIP Customers
,KH8321,3220,4,2023-02-20,207,Regular Customers
,KH41513,7837,6,2022-12-21,267,VIP Customers
,KH24239,6274,9,2023-01-02,255,VIP Customers
,KH48435,2969,4,2022-07-22,420,Regular Customers
,KH16242,2501,5,2023-05-10,127,Regular Customers
,KH16918,4644,8,2023-02-10,217,VIP Customers
,KH38243,8120,8,2023-07-27,49,VIP Customers
,KH11454,3970,3,2023-07-15,62,Regular Customers
,KH22711,5450,6,2023-04-23,144,VIP Customers
,KH1071,4303,6,2023-08-19,27,Regular Customers
,KH15593,4964,6,2023-03-07,192,VIP Customers
,KH6369,5929,8,2023-09-12,2,VIP Customers
,KH12904,2821,7,2023-04-02,165,Regular Customers
,KH45018,1580,5,2023-05-08,129,Regular Customers
,KH27113,4504,6,2023-05-30,107,VIP Customers
,KH5666,679,4,2023-01-14,244,Regular Customers
,KH19113,6229,7,2022-12-21,268,VIP Customers
,KH9859,6586,8,2023-04-19,149,VIP Customers
,KH29719,1957,7,2022-07-07,435,Regular Customers
,KH24384,7060,11,2023-04-05,162,VIP Customers
,KH2102,2860,4,2022-03-03,561,Lapsed Customers
,KH34604,3853,5,2023-06-09,98,Regular Customers
,KH43438,7080,9,2023-08-16,30,VIP Customers
,KH45565,7082,6,2023-05-02,135,VIP Customers
,KH35054,2577,5,2023-01-01,257,Regular Customers
,KH25525,4426,5,2023-05-20,118,Regular Customers
,KH34312,6409,10,2023-08-19,26,VIP Customers
,KH36900,2344,5,2023-06-25,82,Regular Customers
,KH7445,5118,6,2023-06-10,97,VIP Customers
,KH21582,6134,11,2023-07-21,55,VIP Customers
,KH37866,6648,4,2022-01-28,594,Lapsed Customers
,KH12148,5656,7,2023-04-01,167,VIP Customers
,KH45621,1284,4,2023-05-03,135,Regular Customers
,KH20810,5008,4,2022-10-28,322,Regular Customers
,KH8691,5288,5,2023-07-10,66,Regular Customers
,KH21823,7565,8,2023-03-19,180,VIP Customers
,KH20664,4654,6,2023-07-28,49,VIP Customers
,KH49271,5904,7,2022-12-11,278,VIP Customers
,KH16518,4310,6,2023-09-08,6,Regular Customers
,KH6311,3935,4,2023-04-10,158,Regular Customers
,KH41921,4073,5,2023-02-08,219,Regular Customers
,KH36103,577,3,2022-12-27,262,Regular Customers
,KH31148,6902,6,2023-04-22,146,VIP Customers
,KH8566,6157,5,2022-11-05,314,VIP Customers
,KH19914,1533,4,2023-09-08,7,Regular Customers
,KH22476,2935,8,2023-08-28,18,VIP Customers
,KH23305,2032,3,2023-05-22,115,Regular Customers
,KH43695,8010,12,2023-09-06,9,VIP Customers
,KH40848,2741,7,2023-03-30,169,Regular Customers
,KH17967,4345,7,2023-06-18,88,VIP Customers
,KH13518,5971,9,2022-04-26,507,VIP Customers
,KH32116,2447,4,2021-09-03,742,Lapsed Customers
,KH13918,3331,4,2023-06-22,84,Regular Customers
,KH20854,5977,10,2023-08-17,28,VIP Customers
,KH23891,5902,9,2023-04-13,155,VIP Customers
,KH46153,4916,7,2023-08-04,41,VIP Customers
,KH10807,2589,3,2022-09-25,355,Regular Customers
,KH33300,4831,4,2021-09-18,726,Lapsed Customers
,KH36614,9661,10,2023-08-18,27,VIP Customers
,KH5981,5345,6,2022-09-08,372,VIP Customers
,KH8946,3866,6,2023-06-02,104,Regular Customers
,KH16361,3884,6,2022-11-15,303,Regular Customers
,KH48634,4154,5,2023-09-05,10,Regular Customers
,KH43690,4967,6,2023-04-03,164,VIP Customers
,KH31073,5830,8,2023-07-07,69,VIP Customers
,KH31741,7149,8,2023-05-01,137,VIP Customers
,KH6476,5642,5,2023-06-30,77,VIP Customers
,KH35355,3680,10,2023-09-09,6,VIP Customers
,KH39216,7916,6,2023-06-24,82,VIP Customers
,KH23944,4061,6,2021-11-30,654,Lapsed Customers
,KH39209,3719,6,2023-07-09,67,Regular Customers
,KH31204,2304,4,2023-08-27,19,Regular Customers
,KH21097,2238,5,2023-06-12,95,Regular Customers
,KH46410,4574,6,2021-05-21,846,Lapsed Customers
,KH28121,7259,7,2023-07-08,69,VIP Customers
,KH41291,2220,1,2023-06-23,84,Regular Customers
,KH3388,2483,4,2022-07-03,438,Lapsed Customers
,KH18171,2711,2,2023-04-29,139,Regular Customers
,KH1701,6234,7,2022-11-07,311,VIP Customers
,KH19040,4531,6,2022-10-11,339,Regular Customers
,KH23448,3247,3,2022-08-04,406,Regular Customers
,KH30599,1822,3,2023-06-01,105,Regular Customers
,KH29272,3620,8,2022-11-17,301,VIP Customers
,KH39376,1320,3,2022-06-14,457,Lapsed Customers
,KH42163,3485,6,2022-09-08,372,Regular Customers
,KH2600,8500,9,2023-08-26,20,VIP Customers
,KH39294,4384,3,2023-06-03,104,Regular Customers
,KH15941,9580,9,2023-04-13,155,VIP Customers
,KH34830,5324,6,2022-11-19,300,VIP Customers
,KH9723,4926,6,2023-07-20,57,VIP Customers
,KH13190,1088,4,2023-08-18,28,Regular Customers
,KH26994,3139,3,2021-09-18,726,Lapsed Customers
,KH44822,5113,8,2022-05-31,471,VIP Customers
,KH49123,2340,4,2023-08-28,17,Regular Customers
,KH19930,3494,4,2023-03-12,186,Regular Customers
,KH5935,2736,5,2023-03-08,190,Regular Customers
,KH34070,8411,8,2023-05-23,115,VIP Customers
,KH41367,2916,5,2023-05-24,114,Regular Customers
,KH16959,1538,4,2023-02-26,200,Regular Customers
,KH132,5349,6,2022-12-24,265,VIP Customers
,KH6960,3620,3,2022-11-16,303,Regular Customers
,KH30625,4297,5,2023-08-22,23,Regular Customers
,KH3505,2301,5,2023-06-19,87,Regular Customers
,KH3190,6960,7,2023-02-20,206,VIP Customers
,KH3828,4527,5,2023-03-19,180,Regular Customers
,KH2753,5972,4,2023-07-04,73,Regular Customers
,KH27121,10579,12,2023-06-16,90,VIP Customers
,KH8325,7758,7,2023-09-11,3,VIP Customers
,KH39479,1752,3,2022-08-20,391,Regular Customers
,KH47737,4579,8,2023-06-03,103,VIP Customers
,KH16125,2374,2,2022-09-28,351,Regular Customers
,KH48787,8745,7,2022-12-01,288,VIP Customers
,KH6608,3876,4,2023-07-07,70,Regular Customers
,KH39143,4260,5,2023-08-04,41,Regular Customers
,KH42375,4938,6,2023-08-09,37,VIP Customers
,KH7203,8940,8,2023-08-08,38,VIP Customers
,KH13678,4141,4,2023-04-23,144,Regular Customers
,KH43287,5076,8,2023-05-25,113,VIP Customers
,KH30781,8648,10,2023-08-11,34,VIP Customers
,KH6237,3401,6,2023-02-26,201,Regular Customers
,KH13708,5000,5,2023-02-10,217,Regular Customers
,KH25526,5187,8,2023-05-12,126,VIP Customers
,KH12901,7119,10,2023-03-09,189,VIP Customers
,KH36160,5136,6,2023-06-12,95,VIP Customers
,KH31627,4928,7,2023-07-07,70,VIP Customers
,KH1347,2795,3,2023-06-22,84,Regular Customers
,KH14063,5432,5,2023-07-07,70,VIP Customers
,KH29617,1251,4,2022-02-19,573,Lapsed Customers
,KH33739,9521,11,2023-02-20,206,VIP Customers
,KH24903,3194,8,2023-09-08,6,VIP Customers
,KH13591,5823,7,2023-04-27,141,VIP Customers
,KH44217,2476,6,2023-06-17,90,Regular Customers
,KH4593,969,3,2021-09-28,716,Lapsed Customers
,KH38318,1853,3,2022-07-19,423,Lapsed Customers
,KH8474,6834,13,2023-09-01,14,VIP Customers
,KH24839,3468,5,2023-04-17,151,Regular Customers
,KH16973,3274,6,2023-06-18,88,Regular Customers
,KH31103,764,1,2022-07-08,433,Lapsed Customers
,KH32072,4450,7,2023-02-24,202,VIP Customers
,KH17256,1121,5,2023-07-22,55,Regular Customers
,KH3324,5593,4,2022-08-31,380,Regular Customers
,KH4748,3390,10,2023-01-16,242,VIP Customers
,KH37122,3294,6,2023-09-13,1,Regular Customers
,KH24026,4605,7,2023-03-13,185,VIP Customers
,KH34709,7555,6,2023-06-04,103,VIP Customers
,KH36456,8453,8,2023-07-31,46,VIP Customers
,KH37460,1611,5,2023-06-29,78,Regular Customers
,KH23136,1188,3,2021-07-27,779,Lapsed Customers
,KH30032,4775,5,2023-01-04,254,Regular Customers
,KH1818,911,3,2021-09-14,731,Lapsed Customers
,KH35119,2490,4,2023-07-03,74,Regular Customers
,KH36753,1792,5,2022-12-17,271,Regular Customers
,KH39383,4833,6,2022-06-17,455,VIP Customers
,KH46250,9164,12,2023-08-04,42,VIP Customers
,KH3029,4589,7,2023-07-16,61,VIP Customers
,KH47666,3441,4,2023-01-08,250,Regular Customers
,KH4040,3718,6,2022-10-13,336,Regular Customers
,KH790,3869,5,2023-07-08,69,Regular Customers
,KH21942,4008,5,2022-04-19,513,Lapsed Customers
,KH41546,3853,6,2023-02-12,214,Regular Customers
,KH37818,2989,5,2022-07-08,434,Regular Customers
,KH4147,1115,4,2022-11-01,318,Regular Customers
,KH23040,4468,7,2023-08-12,33,VIP Customers
,KH37815,1341,2,2021-09-05,739,Lapsed Customers
,KH44354,7565,6,2023-03-23,176,VIP Customers
,KH7851,11038,10,2023-05-18,119,VIP Customers
,KH38550,3927,6,2023-06-13,94,Regular Customers
,KH1879,4068,4,2023-01-09,248,Regular Customers
,KH255,5927,10,2023-07-23,53,VIP Customers
,KH38535,2222,4,2023-04-19,149,Regular Customers
,KH47715,1443,3,2023-04-24,144,Regular Customers
,KH3688,4674,6,2023-07-04,73,VIP Customers
,KH45048,1263,3,2023-05-15,123,Regular Customers
,KH49460,2920,4,2023-02-05,221,Regular Customers
,KH32716,8829,9,2022-12-31,257,VIP Customers
,KH24692,2737,6,2022-08-16,395,Regular Customers
,KH24917,5884,4,2022-12-19,269,Regular Customers
,KH29989,4942,6,2023-02-20,206,VIP Customers
,KH1913,3130,6,2023-06-08,99,Regular Customers
,KH23193,76,1,2020-02-22,1300,Lapsed Customers
,KH26991,3137,5,2023-09-11,4,Regular Customers
,KH45632,4582,6,2023-03-14,184,VIP Customers
,KH35773,4863,6,2023-05-09,129,VIP Customers
,KH29362,7664,8,2023-07-01,75,VIP Customers
,KH46038,3877,6,2023-01-02,256,Regular Customers
,KH12960,3090,4,2022-11-07,311,Regular Customers
,KH35992,11517,11,2023-07-01,75,VIP Customers
,KH37959,7258,8,2022-09-08,371,VIP Customers
,KH34054,7696,9,2023-08-29,16,VIP Customers
,KH49741,3641,5,2023-07-18,59,Regular Customers
,KH14396,7754,9,2023-06-09,98,VIP Customers
,KH35888,920,3,2023-03-18,180,Regular Customers
,KH6745,3143,5,2022-07-30,411,Regular Customers
,KH47804,4500,6,2023-07-27,49,VIP Customers
,KH12307,3493,3,2023-09-12,3,Regular Customers
,KH44196,3048,3,2023-07-10,67,Regular Customers
,KH33036,3485,6,2023-04-03,165,Regular Customers
,KH36004,5080,7,2023-07-01,76,VIP Customers
,KH47135,1149,1,2023-08-17,29,Regular Customers
,KH10622,3052,4,2022-09-06,373,Regular Customers
,KH4645,4305,5,2023-06-08,99,Regular Customers
,KH24738,3207,3,2023-03-31,167,Regular Customers
,KH48789,6082,9,2022-09-12,367,VIP Customers
,KH46225,3929,4,2021-03-27,901,Lapsed Customers
,KH38484,8995,11,2023-08-25,21,VIP Customers
,KH32818,2623,3,2022-06-22,449,Lapsed Customers
,KH29334,2922,5,2023-06-23,83,Regular Customers
,KH49475,4417,6,2023-07-19,57,VIP Customers
,KH32394,5474,7,2023-02-05,222,VIP Customers
,KH13570,4810,3,2023-08-04,41,Regular Customers
,KH4701,6403,9,2022-08-27,384,VIP Customers
,KH4635,4009,9,2022-10-21,329,VIP Customers
,KH26888,4287,5,2021-11-07,676,Lapsed Customers
,KH23918,1284,4,2022-11-06,313,Regular Customers
,KH46296,5436,4,2023-07-01,76,Regular Customers
,KH10328,4131,5,2023-06-08,98,Regular Customers
,KH25334,6417,7,2023-08-20,25,VIP Customers
,KH37259,3817,4,2022-04-07,526,Lapsed Customers
,KH48422,4924,7,2023-06-08,98,VIP Customers
,KH27068,904,3,2022-03-22,541,Lapsed Customers
,KH30586,7584,9,2023-04-04,164,VIP Customers
,KH42790,4900,5,2022-10-30,319,Regular Customers
,KH32098,7568,10,2023-09-10,5,VIP Customers
,KH11799,3905,5,2022-10-01,349,Regular Customers
,KH36036,1346,3,2023-08-27,18,Regular Customers
,KH45135,2019,4,2023-04-30,138,Regular Customers
,KH35839,3122,2,2020-04-05,1257,Lapsed Customers
,KH20195,3959,4,2022-11-23,295,Regular Customers
,KH40340,9173,11,2023-07-11,65,VIP Customers
,KH29121,5981,6,2023-08-29,17,VIP Customers
,KH13601,2281,6,2023-07-19,57,Regular Customers
,KH13608,4933,4,2023-07-24,52,Regular Customers
,KH17549,2879,5,2022-01-08,615,Lapsed Customers
,KH33872,6066,7,2023-01-07,250,VIP Customers
,KH44797,3455,8,2023-03-17,182,VIP Customers
,KH12584,4452,6,2022-07-08,433,Regular Customers
,KH37726,4882,6,2022-08-10,400,VIP Customers
,KH15239,4998,5,2020-12-06,1013,Lapsed Customers
,KH3312,5134,6,2022-05-15,488,VIP Customers
,KH41883,2535,2,2023-01-29,229,Regular Customers
,KH46720,5463,8,2023-08-16,30,VIP Customers
,KH26242,8834,9,2023-05-11,127,VIP Customers
,KH32653,2835,6,2023-04-19,149,Regular Customers
,KH34966,6055,7,2023-07-13,63,VIP Customers
,KH29909,3950,4,2022-03-03,561,Lapsed Customers
,KH35092,3011,5,2023-09-02,12,Regular Customers
,KH42568,4879,8,2023-01-09,249,VIP Customers
,KH10418,5199,6,2023-07-31,46,VIP Customers
,KH19522,1273,2,2023-04-04,164,Regular Customers
,KH24765,2548,5,2023-01-02,255,Regular Customers
,KH8694,6964,7,2023-09-05,9,VIP Customers
,KH48644,917,4,2023-07-20,57,Regular Customers
,KH6199,5284,5,2022-04-28,504,Lapsed Customers
,KH49972,2321,4,2023-08-09,37,Regular Customers
